dt,p_lEE_x,p_lEE_y,p_lEE_z,pdot_lEE_x,pdot_lEE_y,pdot_lEE_z
3.387,0.288613,0.102164,0.634258,0.138493,-0.0985046,0.674525
3.388,0.288751,0.102066,0.634933,0.138174,-0.0971886,0.674858
3.389,0.288889,0.101969,0.635608,0.137852,-0.0958644,0.675185
3.39,0.289027,0.101874,0.636283,0.137526,-0.0945322,0.675504
3.391,0.289164,0.10178,0.636959,0.137197,-0.0931918,0.675815
3.392,0.289301,0.101688,0.637635,0.136864,-0.0918432,0.67612
3.393,0.289438,0.101597,0.638311,0.136528,-0.0904866,0.676417
3.394,0.289574,0.101507,0.638988,0.136188,-0.0891219,0.676706
3.395,0.28971,0.101418,0.639665,0.135844,-0.087749,0.676989
3.396,0.289846,0.101331,0.640342,0.135497,-0.086368,0.677264
3.397,0.289981,0.101246,0.641019,0.135147,-0.0849789,0.677532
3.398,0.290116,0.101161,0.641697,0.134793,-0.0835816,0.677792
3.399,0.290251,0.101078,0.642375,0.134436,-0.0821763,0.678046
3.4,0.290385,0.100997,0.643053,0.134075,-0.0807628,0.678292
3.401,0.290519,0.100917,0.643731,0.13371,-0.0793412,0.67853
3.402,0.290653,0.100838,0.64441,0.133343,-0.0779115,0.678762
3.403,0.290786,0.100761,0.645089,0.132971,-0.0764737,0.678986
3.404,0.290918,0.100685,0.645768,0.132596,-0.0750277,0.679202
3.405,0.291051,0.100611,0.646447,0.132218,-0.0735736,0.679412
3.406,0.291183,0.100538,0.647127,0.131836,-0.0721114,0.679614
3.407,0.291315,0.100467,0.647807,0.131451,-0.0706411,0.679809
3.408,0.291446,0.100397,0.648486,0.131062,-0.0691627,0.679996
3.409,0.291577,0.100329,0.649167,0.130669,-0.0676761,0.680176
3.41,0.291707,0.100262,0.649847,0.130273,-0.0661814,0.680349
3.411,0.291837,0.100196,0.650527,0.129874,-0.0646786,0.680515
3.412,0.291967,0.100132,0.651208,0.129471,-0.0631677,0.680673
3.413,0.292096,0.10007,0.651889,0.129065,-0.0616487,0.680824
3.414,0.292225,0.100009,0.652569,0.128655,-0.0601215,0.680967
3.415,0.292353,0.0999496,0.65325,0.128241,-0.0585863,0.681104
3.416,0.292481,0.0998918,0.653932,0.127824,-0.0570429,0.681233
3.417,0.292609,0.0998355,0.654613,0.127404,-0.0554913,0.681355
3.418,0.292736,0.0997808,0.655294,0.12698,-0.0539317,0.681469
3.419,0.292863,0.0997276,0.655976,0.126553,-0.0523639,0.681576
3.42,0.292989,0.0996761,0.656658,0.126122,-0.0507881,0.681676
3.421,0.293115,0.0996261,0.657339,0.125687,-0.0492041,0.681768
3.422,0.293241,0.0995777,0.658021,0.125249,-0.047612,0.681854
3.423,0.293366,0.0995308,0.658703,0.124808,-0.0460117,0.681931
3.424,0.29349,0.0994856,0.659385,0.124363,-0.0444034,0.682002
3.425,0.293615,0.099442,0.660067,0.123914,-0.0427869,0.682065
3.426,0.293738,0.0994001,0.660749,0.123463,-0.0411623,0.682121
3.427,0.293861,0.0993597,0.661431,0.123007,-0.0395296,0.68217
3.428,0.293984,0.099321,0.662113,0.122548,-0.0378887,0.682211
3.429,0.294107,0.0992839,0.662796,0.122086,-0.0362398,0.682245
3.43,0.294228,0.0992485,0.663478,0.12162,-0.0345827,0.682272
3.431,0.29435,0.0992148,0.66416,0.12115,-0.0329175,0.682291
3.432,0.294471,0.0991827,0.664842,0.120677,-0.0312442,0.682303
3.433,0.294591,0.0991523,0.665525,0.120201,-0.0295627,0.682308
3.434,0.294711,0.0991236,0.666207,0.119721,-0.0278732,0.682306
3.435,0.294831,0.0990965,0.666889,0.119237,-0.0261755,0.682296
3.436,0.29495,0.0990712,0.667572,0.11875,-0.0244697,0.682279
3.437,0.295068,0.0990476,0.668254,0.11826,-0.0227558,0.682254
3.438,0.295186,0.0990257,0.668936,0.117766,-0.0210338,0.682223
3.439,0.295304,0.0990055,0.669618,0.117269,-0.0193036,0.682184
3.44,0.295421,0.0989871,0.670301,0.116768,-0.0175653,0.682137
3.441,0.295537,0.0989704,0.670983,0.116263,-0.0158189,0.682084
3.442,0.295653,0.0989555,0.671665,0.115755,-0.0140644,0.682023
3.443,0.295769,0.0989423,0.672347,0.115244,-0.0123018,0.681954
3.444,0.295884,0.0989309,0.673029,0.114729,-0.010531,0.681879
3.445,0.295998,0.0989212,0.67371,0.11421,-0.00875213,0.681796
3.446,0.296112,0.0989134,0.674392,0.113688,-0.00696513,0.681706
3.447,0.296225,0.0989073,0.675074,0.113163,-0.00517001,0.681608
3.448,0.296338,0.098903,0.675755,0.112634,-0.00336677,0.681504
3.449,0.296451,0.0989006,0.676437,0.112101,-0.00155541,0.681391
3.45,0.296563,0.0988999,0.677118,0.111565,0.000264067,0.681272
3.451,0.296674,0.0989011,0.677799,0.111026,0.00209167,0.681145
3.452,0.296785,0.0989041,0.67848,0.110483,0.00392738,0.681011
3.453,0.296895,0.098909,0.679161,0.109936,0.00577122,0.68087
3.454,0.297005,0.0989157,0.679842,0.109386,0.00762318,0.680721
3.455,0.297114,0.0989242,0.680523,0.108833,0.00948326,0.680565
3.456,0.297222,0.0989346,0.681203,0.108276,0.0113515,0.680402
3.457,0.29733,0.0989469,0.681884,0.107715,0.0132278,0.680232
3.458,0.297438,0.0989611,0.682564,0.107151,0.0151122,0.680054
3.459,0.297544,0.0989771,0.683244,0.106584,0.0170048,0.679869
3.46,0.297651,0.0989951,0.683924,0.106013,0.0189055,0.679676
3.461,0.297756,0.099015,0.684603,0.105438,0.0208143,0.679476
3.462,0.297862,0.0990367,0.685282,0.10486,0.0227312,0.679269
3.463,0.297966,0.0990604,0.685962,0.104279,0.0246562,0.679055
3.464,0.29807,0.099086,0.686641,0.103694,0.0265894,0.678833
3.465,0.298174,0.0991136,0.687319,0.103105,0.0285306,0.678604
3.466,0.298276,0.0991431,0.687998,0.102513,0.03048,0.678368
3.467,0.298379,0.0991746,0.688676,0.101918,0.0324376,0.678124
3.468,0.29848,0.099208,0.689354,0.101319,0.0344032,0.677873
3.469,0.298581,0.0992434,0.690032,0.100716,0.036377,0.677615
3.47,0.298682,0.0992807,0.690709,0.10011,0.0383588,0.677349
3.471,0.298781,0.0993201,0.691386,0.0995004,0.0403488,0.677077
3.472,0.298881,0.0993614,0.692063,0.0988874,0.042347,0.676796
3.473,0.298979,0.0994048,0.69274,0.0982709,0.0443532,0.676509
3.474,0.299077,0.0994502,0.693416,0.0976508,0.0463676,0.676214
3.475,0.299175,0.0994975,0.694092,0.0970273,0.04839,0.675912
3.476,0.299271,0.0995469,0.694768,0.0964002,0.0504206,0.675603
3.477,0.299367,0.0995984,0.695444,0.0957697,0.0524594,0.675286
3.478,0.299463,0.0996519,0.696119,0.0951356,0.0545062,0.674962
3.479,0.299558,0.0997074,0.696794,0.0944981,0.0565612,0.674631
3.48,0.299652,0.099765,0.697468,0.093857,0.0586242,0.674292
3.481,0.299745,0.0998246,0.698142,0.0932125,0.0606954,0.673946
3.482,0.299838,0.0998864,0.698816,0.0925644,0.0627748,0.673593
3.483,0.29993,0.0999502,0.699489,0.0919128,0.0648622,0.673232
3.484,0.300022,0.100016,0.700162,0.0912579,0.0669574,0.672865
3.485,0.300113,0.100084,0.700835,0.0906032,0.069052,0.672492
3.486,0.300203,0.100154,0.701507,0.0899503,0.0711426,0.672114
3.487,0.300293,0.100226,0.702179,0.089299,0.0732291,0.671733
3.488,0.300382,0.100301,0.702851,0.0886495,0.0753115,0.671347
3.489,0.30047,0.100377,0.703522,0.0880017,0.0773898,0.670956
3.49,0.300558,0.100455,0.704193,0.0873556,0.079464,0.670562
3.491,0.300645,0.100536,0.704863,0.0867113,0.0815342,0.670162
3.492,0.300731,0.100619,0.705533,0.0860686,0.0836002,0.669759
3.493,0.300817,0.100703,0.706203,0.0854277,0.0856622,0.669351
3.494,0.300902,0.10079,0.706872,0.0847885,0.0877201,0.668939
3.495,0.300987,0.100879,0.707541,0.0841511,0.089774,0.668522
3.496,0.30107,0.100969,0.708209,0.0835153,0.0918237,0.668101
3.497,0.301154,0.101062,0.708877,0.0828813,0.0938694,0.667676
3.498,0.301236,0.101157,0.709544,0.082249,0.095911,0.667246
3.499,0.301318,0.101254,0.710211,0.0816184,0.0979485,0.666812
3.5,0.301399,0.101353,0.710878,0.0809896,0.0999819,0.666374
3.501,0.30148,0.101454,0.711544,0.0803625,0.102011,0.665931
3.502,0.30156,0.101557,0.71221,0.0797371,0.104037,0.665484
3.503,0.30164,0.101662,0.712875,0.0791134,0.106058,0.665033
3.504,0.301718,0.101769,0.71354,0.0784914,0.108075,0.664577
3.505,0.301797,0.101878,0.714204,0.0778712,0.110088,0.664117
3.506,0.301874,0.101989,0.714868,0.0772527,0.112097,0.663652
3.507,0.301951,0.102102,0.715531,0.0766359,0.114102,0.663183
3.508,0.302027,0.102218,0.716194,0.0760208,0.116102,0.66271
3.509,0.302103,0.102335,0.716857,0.0754075,0.118099,0.662232
3.51,0.302178,0.102454,0.717519,0.0747959,0.120092,0.66175
3.511,0.302253,0.102575,0.71818,0.074186,0.12208,0.661264
3.512,0.302327,0.102698,0.718841,0.0735778,0.124065,0.660773
3.513,0.3024,0.102823,0.719502,0.0729713,0.126045,0.660278
3.514,0.302473,0.10295,0.720162,0.0723666,0.128021,0.659778
3.515,0.302545,0.103079,0.720821,0.0717636,0.129994,0.659275
3.516,0.302616,0.10321,0.72148,0.0711623,0.131962,0.658766
3.517,0.302687,0.103343,0.722139,0.0705628,0.133926,0.658254
3.518,0.302757,0.103478,0.722797,0.0699649,0.135886,0.657737
3.519,0.302827,0.103615,0.723454,0.0693688,0.137842,0.657216
3.52,0.302896,0.103753,0.724111,0.0687744,0.139794,0.65669
3.521,0.302964,0.103894,0.724768,0.0681817,0.141741,0.65616
3.522,0.303032,0.104037,0.725424,0.0675908,0.143685,0.655626
3.523,0.3031,0.104182,0.726079,0.0670016,0.145625,0.655087
3.524,0.303166,0.104328,0.726734,0.0664141,0.14756,0.654544
3.525,0.303232,0.104477,0.727388,0.0658283,0.149491,0.653997
3.526,0.303298,0.104627,0.728042,0.0652442,0.151419,0.653445
3.527,0.303363,0.10478,0.728695,0.0646619,0.153342,0.652889
3.528,0.303427,0.104934,0.729348,0.0640813,0.155261,0.652328
3.529,0.303491,0.10509,0.73,0.0635024,0.157176,0.651763
3.53,0.303554,0.105248,0.730651,0.0629253,0.159087,0.651194
3.531,0.303617,0.105408,0.731302,0.0623498,0.160994,0.65062
3.532,0.303679,0.10557,0.731952,0.0617761,0.162897,0.650042
3.533,0.30374,0.105734,0.732602,0.0612041,0.164796,0.64946
3.534,0.303801,0.1059,0.733251,0.0606338,0.166691,0.648873
3.535,0.303862,0.106067,0.7339,0.0600653,0.168581,0.648282
3.536,0.303922,0.106237,0.734548,0.0594985,0.170468,0.647687
3.537,0.303981,0.106408,0.735195,0.0589334,0.17235,0.647087
3.538,0.304039,0.106582,0.735842,0.05837,0.174228,0.646483
3.539,0.304097,0.106757,0.736488,0.0578083,0.176103,0.645875
3.54,0.304155,0.106934,0.737134,0.0572484,0.177973,0.645262
3.541,0.304212,0.107113,0.737779,0.0566902,0.179839,0.644644
3.542,0.304268,0.107294,0.738423,0.0561337,0.181701,0.644023
3.543,0.304324,0.107476,0.739067,0.0555789,0.183559,0.643397
3.544,0.30438,0.107661,0.73971,0.0550259,0.185413,0.642767
3.545,0.304434,0.107847,0.740352,0.0544746,0.187263,0.642132
3.546,0.304488,0.108035,0.740994,0.053925,0.189109,0.641493
3.547,0.304542,0.108225,0.741635,0.0533771,0.19095,0.64085
3.548,0.304595,0.108417,0.742276,0.0528309,0.192788,0.640202
3.549,0.304648,0.108611,0.742916,0.0522865,0.194621,0.63955
3.55,0.3047,0.108806,0.743555,0.0517438,0.196451,0.638893
3.551,0.304751,0.109004,0.744193,0.0512028,0.198276,0.638232
3.552,0.304802,0.109203,0.744831,0.0506636,0.200097,0.637567
3.553,0.304853,0.109404,0.745469,0.050126,0.201914,0.636898
3.554,0.304902,0.109607,0.746105,0.0495902,0.203727,0.636224
3.555,0.304952,0.109811,0.746741,0.0490561,0.205536,0.635545
3.556,0.305001,0.110018,0.747376,0.0485238,0.207341,0.634863
3.557,0.305049,0.110226,0.748011,0.0479931,0.209142,0.634176
3.558,0.305097,0.110436,0.748645,0.0474642,0.210939,0.633484
3.559,0.305144,0.110648,0.749278,0.046937,0.212732,0.632789
3.56,0.30519,0.110862,0.74991,0.0464115,0.21452,0.632088
3.561,0.305237,0.111077,0.750542,0.0458878,0.216305,0.631384
3.562,0.305282,0.111294,0.751173,0.0453657,0.218085,0.630675
3.563,0.305327,0.111513,0.751803,0.0448454,0.219862,0.629962
3.564,0.305372,0.111734,0.752433,0.0443268,0.221634,0.629244
3.565,0.305416,0.111956,0.753062,0.04381,0.223402,0.628523
3.566,0.30546,0.112181,0.75369,0.0432948,0.225166,0.627796
3.567,0.305503,0.112407,0.754317,0.0427814,0.226926,0.627066
3.568,0.305545,0.112635,0.754944,0.0422697,0.228682,0.626331
3.569,0.305587,0.112864,0.75557,0.0417598,0.230434,0.625591
3.57,0.305629,0.113095,0.756195,0.0412515,0.232182,0.624848
3.571,0.30567,0.113328,0.75682,0.040745,0.233926,0.6241
3.572,0.30571,0.113563,0.757443,0.0402402,0.235665,0.623347
3.573,0.30575,0.1138,0.758066,0.0397371,0.237401,0.62259
3.574,0.30579,0.114038,0.758689,0.0392358,0.239132,0.621829
3.575,0.305829,0.114278,0.75931,0.0387361,0.24086,0.621064
3.576,0.305867,0.11452,0.759931,0.0382382,0.242583,0.620294
3.577,0.305905,0.114763,0.760551,0.037742,0.244302,0.619519
3.578,0.305943,0.115008,0.76117,0.0372476,0.246017,0.618741
3.579,0.30598,0.115255,0.761788,0.0367548,0.247728,0.617958
3.58,0.306016,0.115504,0.762406,0.0362638,0.249435,0.617171
3.581,0.306052,0.115754,0.763022,0.0357745,0.251138,0.616379
3.582,0.306088,0.116006,0.763638,0.0352869,0.252837,0.615583
3.583,0.306123,0.11626,0.764254,0.0348011,0.254532,0.614782
3.584,0.306157,0.116515,0.764868,0.0343169,0.256222,0.613978
3.585,0.306191,0.116772,0.765482,0.0338345,0.257909,0.613168
3.586,0.306225,0.117031,0.766094,0.0333539,0.259592,0.612355
3.587,0.306258,0.117291,0.766706,0.0328749,0.26127,0.611537
3.588,0.306291,0.117553,0.767317,0.0323977,0.262944,0.610715
3.589,0.306323,0.117817,0.767928,0.0319222,0.264615,0.609888
3.59,0.306354,0.118083,0.768537,0.0314484,0.266281,0.609057
3.591,0.306386,0.11835,0.769146,0.0309763,0.267943,0.608222
3.592,0.306416,0.118619,0.769754,0.030506,0.269601,0.607382
3.593,0.306447,0.118889,0.770361,0.0300373,0.271255,0.606538
3.594,0.306477,0.119161,0.770967,0.0295704,0.272905,0.60569
3.595,0.306506,0.119435,0.771572,0.0291053,0.27455,0.604837
3.596,0.306535,0.11971,0.772176,0.0286418,0.276192,0.60398
3.597,0.306563,0.119987,0.77278,0.0281801,0.27783,0.603119
3.598,0.306591,0.120266,0.773383,0.0277201,0.279463,0.602253
3.599,0.306619,0.120546,0.773984,0.0272618,0.281093,0.601383
3.6,0.306646,0.120828,0.774585,0.0268052,0.282718,0.600508
3.601,0.306672,0.121112,0.775185,0.0263504,0.284339,0.599629
3.602,0.306698,0.121397,0.775785,0.0258973,0.285957,0.598746
3.603,0.306724,0.121683,0.776383,0.0254459,0.28757,0.597858
3.604,0.306749,0.121972,0.77698,0.0249962,0.289179,0.596966
3.605,0.306774,0.122262,0.777577,0.0245483,0.290784,0.59607
3.606,0.306798,0.122553,0.778173,0.024102,0.292385,0.595169
3.607,0.306822,0.122847,0.778767,0.0236575,0.293982,0.594264
3.608,0.306846,0.123141,0.779361,0.0232148,0.295574,0.593354
3.609,0.306869,0.123438,0.779954,0.0227737,0.297163,0.592441
3.61,0.306891,0.123736,0.780546,0.0223344,0.298748,0.591522
3.611,0.306913,0.124035,0.781137,0.0218968,0.300328,0.5906
3.612,0.306935,0.124336,0.781727,0.0214609,0.301904,0.589673
3.613,0.306956,0.124639,0.782316,0.0210267,0.303477,0.588742
3.614,0.306977,0.124943,0.782905,0.0205943,0.305045,0.587806
3.615,0.306997,0.125249,0.783492,0.0201636,0.306609,0.586866
3.616,0.307017,0.125557,0.784078,0.0197346,0.308169,0.585922
3.617,0.307037,0.125865,0.784664,0.0193073,0.309725,0.584973
3.618,0.307056,0.126176,0.785248,0.0188817,0.311277,0.58402
3.619,0.307075,0.126488,0.785832,0.0184579,0.312825,0.583062
3.62,0.307093,0.126802,0.786414,0.0180358,0.314369,0.582101
3.621,0.307111,0.127117,0.786996,0.0176154,0.315908,0.581134
3.622,0.307128,0.127433,0.787577,0.0171968,0.317444,0.580164
3.623,0.307145,0.127752,0.788156,0.0167798,0.318976,0.579189
3.624,0.307162,0.128071,0.788735,0.0163646,0.320503,0.57821
3.625,0.307178,0.128393,0.789313,0.0159511,0.322026,0.577226
3.626,0.307194,0.128715,0.789889,0.0155394,0.323546,0.576238
3.627,0.307209,0.12904,0.790465,0.0151293,0.325061,0.575246
3.628,0.307224,0.129366,0.79104,0.014721,0.326572,0.574249
3.629,0.307238,0.129693,0.791614,0.0143144,0.328079,0.573248
3.63,0.307252,0.130022,0.792186,0.0139095,0.329582,0.572243
3.631,0.307266,0.130352,0.792758,0.0135064,0.331081,0.571233
3.632,0.307279,0.130684,0.793329,0.013105,0.332576,0.570219
3.633,0.307292,0.131017,0.793899,0.0127053,0.334066,0.5692
3.634,0.307305,0.131352,0.794467,0.0123073,0.335553,0.568177
3.635,0.307317,0.131688,0.795035,0.011911,0.337036,0.56715
3.636,0.307329,0.132026,0.795602,0.0115165,0.338514,0.566119
3.637,0.30734,0.132365,0.796167,0.0111237,0.339989,0.565083
3.638,0.307351,0.132706,0.796732,0.0107326,0.341459,0.564042
3.639,0.307361,0.133048,0.797295,0.0103432,0.342925,0.562998
3.64,0.307372,0.133392,0.797858,0.00995555,0.344387,0.561949
3.641,0.307381,0.133737,0.798419,0.00956963,0.345845,0.560895
3.642,0.307391,0.134084,0.79898,0.00918543,0.347299,0.559837
3.643,0.3074,0.134432,0.799539,0.00880295,0.348749,0.558775
3.644,0.307408,0.134781,0.800097,0.0084222,0.350195,0.557709
3.645,0.307417,0.135132,0.800654,0.00804317,0.351637,0.556638
3.646,0.307424,0.135484,0.80121,0.00766586,0.353075,0.555563
3.647,0.307432,0.135838,0.801765,0.00729027,0.354508,0.554483
3.648,0.307439,0.136193,0.802319,0.00691641,0.355938,0.553399
3.649,0.307446,0.13655,0.802872,0.00654427,0.357363,0.552311
3.65,0.307452,0.136908,0.803424,0.00617385,0.358784,0.551218
3.651,0.307458,0.137268,0.803975,0.00580516,0.360202,0.550121
3.652,0.307464,0.137629,0.804524,0.00543819,0.361615,0.54902
3.653,0.307469,0.137991,0.805073,0.00507294,0.363024,0.547914
3.654,0.307474,0.138355,0.80562,0.00470942,0.364429,0.546804
3.655,0.307478,0.13872,0.806166,0.00434761,0.36583,0.54569
3.656,0.307483,0.139086,0.806711,0.00398753,0.367227,0.544571
3.657,0.307486,0.139454,0.807255,0.00362918,0.36862,0.543448
3.658,0.30749,0.139823,0.807798,0.00327254,0.370008,0.54232
3.659,0.307493,0.140194,0.80834,0.00291763,0.371393,0.541188
3.66,0.307496,0.140566,0.808881,0.00256444,0.372774,0.540052
3.661,0.307498,0.14094,0.80942,0.00221298,0.37415,0.538911
3.662,0.3075,0.141315,0.809959,0.00186324,0.375522,0.537766
3.663,0.307502,0.141691,0.810496,0.00151522,0.376891,0.536617
3.664,0.307503,0.142068,0.811032,0.00116892,0.378255,0.535463
3.665,0.307504,0.142447,0.811567,0.000824348,0.379615,0.534305
3.666,0.307505,0.142828,0.8121,0.000481497,0.380971,0.533143
3.667,0.307505,0.143209,0.812633,0.000140369,0.382323,0.531976
3.668,0.307505,0.143592,0.813164,-0.000199036,0.383671,0.530805
3.669,0.307505,0.143977,0.813695,-0.000536718,0.385015,0.529629
3.67,0.307504,0.144362,0.814224,-0.000872677,0.386355,0.528449
3.671,0.307503,0.144749,0.814751,-0.00120691,0.38769,0.527265
3.672,0.307502,0.145138,0.815278,-0.00153943,0.389022,0.526076
3.673,0.3075,0.145527,0.815804,-0.00187022,0.390349,0.524883
3.674,0.307498,0.145918,0.816328,-0.00219929,0.391673,0.523686
3.675,0.307495,0.146311,0.816851,-0.00252663,0.392992,0.522484
3.676,0.307493,0.146704,0.817373,-0.00285225,0.394307,0.521278
3.677,0.30749,0.147099,0.817894,-0.00317615,0.395619,0.520068
3.678,0.307486,0.147496,0.818413,-0.00349833,0.396926,0.518853
3.679,0.307483,0.147893,0.818931,-0.00381878,0.398229,0.517634
3.68,0.307479,0.148292,0.819448,-0.00413751,0.399528,0.51641
3.681,0.307475,0.148692,0.819964,-0.00445452,0.400822,0.515182
3.682,0.30747,0.149094,0.820479,-0.0047698,0.402113,0.51395
3.683,0.307465,0.149496,0.820992,-0.00508336,0.4034,0.512714
3.684,0.30746,0.1499,0.821504,-0.0053952,0.404683,0.511473
3.685,0.307454,0.150306,0.822015,-0.00570532,0.405961,0.510227
3.686,0.307448,0.150712,0.822524,-0.00601371,0.407236,0.508978
3.687,0.307442,0.15112,0.823033,-0.00632038,0.408506,0.507724
3.688,0.307436,0.151529,0.82354,-0.00662533,0.409772,0.506465
3.689,0.307429,0.15194,0.824046,-0.00692855,0.411034,0.505202
3.69,0.307422,0.152351,0.82455,-0.00723006,0.412293,0.503935
3.691,0.307414,0.152764,0.825054,-0.00752983,0.413547,0.502664
3.692,0.307407,0.153179,0.825556,-0.00782789,0.414797,0.501388
3.693,0.307399,0.153594,0.826056,-0.00812422,0.416042,0.500108
3.694,0.307391,0.154011,0.826556,-0.00841883,0.417284,0.498823
3.695,0.307382,0.154429,0.827054,-0.00871172,0.418522,0.497534
3.696,0.307373,0.154848,0.827551,-0.00900288,0.419756,0.496241
3.697,0.307364,0.155268,0.828047,-0.00929233,0.420985,0.494943
3.698,0.307355,0.15569,0.828541,-0.00958004,0.422211,0.493641
3.699,0.307345,0.156112,0.829034,-0.00986604,0.423432,0.492335
3.7,0.307335,0.156536,0.829525,-0.0101503,0.424649,0.491024
3.701,0.307324,0.156962,0.830016,-0.0104329,0.425863,0.489709
3.702,0.307314,0.157388,0.830505,-0.0107137,0.427072,0.488389
3.703,0.307303,0.157816,0.830993,-0.0109928,0.428277,0.487066
3.704,0.307292,0.158245,0.831479,-0.0112702,0.429478,0.485737
3.705,0.307281,0.158675,0.831964,-0.0115458,0.430675,0.484405
3.706,0.307269,0.159106,0.832448,-0.0118198,0.431868,0.483068
3.707,0.307257,0.159539,0.83293,-0.012092,0.433056,0.481727
3.708,0.307245,0.159972,0.833411,-0.0123625,0.434241,0.480381
3.709,0.307232,0.160407,0.833891,-0.0126312,0.435422,0.479031
3.71,0.307219,0.160843,0.834369,-0.0128983,0.436598,0.477677
3.711,0.307206,0.16128,0.834846,-0.0131636,0.437771,0.476318
3.712,0.307193,0.161719,0.835322,-0.0134272,0.438939,0.474955
3.713,0.30718,0.162158,0.835796,-0.0136891,0.440103,0.473587
3.714,0.307166,0.162599,0.836269,-0.0139492,0.441264,0.472216
3.715,0.307152,0.163041,0.836741,-0.0142077,0.44242,0.470839
3.716,0.307137,0.163484,0.837211,-0.0144644,0.443572,0.469459
3.717,0.307123,0.163928,0.83768,-0.0147193,0.44472,0.468074
3.718,0.307108,0.164373,0.838147,-0.0149726,0.445864,0.466685
3.719,0.307093,0.16482,0.838613,-0.0152241,0.447003,0.465291
3.72,0.307077,0.165267,0.839078,-0.015474,0.448139,0.463893
3.721,0.307062,0.165716,0.839541,-0.0157221,0.449271,0.462491
3.722,0.307046,0.166166,0.840003,-0.0159684,0.450398,0.461084
3.723,0.30703,0.166617,0.840463,-0.0162131,0.451522,0.459673
3.724,0.307014,0.167069,0.840922,-0.016456,0.452641,0.458258
3.725,0.306997,0.167522,0.841379,-0.0166972,0.453756,0.456838
3.726,0.30698,0.167976,0.841836,-0.0169367,0.454868,0.455414
3.727,0.306963,0.168432,0.84229,-0.0171744,0.455975,0.453985
3.728,0.306946,0.168888,0.842744,-0.0174105,0.457078,0.452552
3.729,0.306928,0.169346,0.843195,-0.0176448,0.458177,0.451115
3.73,0.30691,0.169804,0.843646,-0.0178774,0.459272,0.449673
3.731,0.306892,0.170264,0.844095,-0.0181082,0.460363,0.448227
3.732,0.306874,0.170725,0.844542,-0.0183374,0.461449,0.446777
3.733,0.306856,0.171187,0.844988,-0.0185648,0.462532,0.445322
3.734,0.306837,0.17165,0.845433,-0.0187905,0.463611,0.443863
3.735,0.306818,0.172114,0.845876,-0.0190144,0.464685,0.4424
3.736,0.306799,0.17258,0.846318,-0.0192367,0.465756,0.440932
3.737,0.30678,0.173046,0.846758,-0.0194572,0.466822,0.43946
